id,value
id_0,25.216886423526635
id_1,9.5932148010004727
id_2,79.003415562658233
id_3,6.668471138949851
id_4,4.4235636202498441
id_5,118.46832273923175
id_6,122.11926305337921
id_7,3.8530064746570147
id_8,6.3208524685759659
id_9,16.935198780227203
id_10,3.3763689802702537
id_11,1.6278610534332496
id_12,3.4267065748376453
id_13,-2.0632677917632192
id_14,17.733815427454836
id_15,4.1195480803150204
id_16,56.233103419103095
id_17,165.3665638702725
id_18,64.386255921341103
id_19,1.7454041228073098
id_20,51.694640061601376
id_21,10.468079658959121
id_22,2.9723038650207219
id_23,94.26406210075163
id_24,86.305978071248518
id_25,0.59538505265576092
id_26,6.8440418061806234
id_27,22.144942057136205
id_28,7.9478151087450257
id_29,4.4848968885937293
id_30,3.5900032011693526
id_31,5.8729321217977501
id_32,13.194794507380665
id_33,20.706526479516938
id_34,68.004331526349546
id_35,70.772036571653388
id_36,27.912986269355535
id_37,-5.2515235656169645
id_38,45.256299455654634
id_39,-7.0139423383341519
id_40,17.679555179667986
id_41,307.49595530411187
id_42,272.09605066790402
id_43,4.4538252149660877
id_44,-0.52833169298139637
id_45,19.5788529375384
id_46,-4.1825639962224148
id_47,-4.230185305804568
id_48,-4.5352573316358278
id_49,-3.3103751431237107
id_50,17.137259509673697
id_51,13.436180939619369
id_52,40.093024466136242
id_53,76.633393699923857
id_54,34.969732744721995
id_55,0.064229312286480322
id_56,70.133016932057615
id_57,4.5001555710070704
id_58,-9.6298079946668231
id_59,141.91302877144093
id_60,142.93881718208183
id_61,-14.979444894651422
id_62,-5.8823280136020228
id_63,19.81309548744462
id_64,-0.3375837568749338
id_65,-1.9856060541850855
id_66,4.4202635962756016
id_67,-1.7962686600254525
id_68,3.7894687667744864
id_69,11.918162213448058
id_70,24.201003790042179
id_71,22.513481576628774
id_72,10.480244636883871
id_73,12.193973249336363
id_74,65.339344996543048
id_75,11.395538043511056
id_76,7.0295267007982813
id_77,70.281852898332758
id_78,71.518461476306655
id_79,4.1548741859877083
id_80,8.7081602729940517
id_81,20.192109882016922
id_82,6.0785869079128725
id_83,5.3082946611376194
id_84,4.7697099944746837
id_85,4.9820984955531706
id_86,12.806189178244953
id_87,20.460640990055591
id_88,31.293060843841879
id_89,50.93599356958714
id_90,14.154858586816381
id_91,7.2768125146766742
id_92,72.028583654983407
id_93,8.5050208257780788
id_94,6.7313522863110746
